Wed Mar 18 11:56:05 2020
--------------------------------------------------
Filename: COCu_ml_noseed_200_5k
Dataset size: 200
Target scaling: [0, 0]
Symmetry function parameters:
     G2_etas: [0.05       0.23207944 1.07721735 5.        ]
     G2_rs_s: [0, 0, 0, 0]
     G4_etas: [0.005]
     G4_zetas: [1.0, 4.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=36, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 36
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.lbfgs.LBFGS'>
Learning Rate: 0.1
Batch Size: 200
Epochs: 300
Shuffle: False
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
  196       0.0013       0.0582       0.0088       0.0027  7.8977
  197       0.0013       0.0575       0.0087       0.0027  7.6382
  198       0.0012       0.0569       0.0087       0.0026  7.5658
  199       0.0013       0.0573       0.0087       0.0027  8.0573
  200       0.0013       0.0575       0.0087       0.0027  7.9376
  201       0.0014       0.0579       0.0087       0.0027  7.6595
  202       0.0013       0.0577       0.0086       0.0027  8.0533
  203       0.0012       0.0575       0.0086       0.0027  8.0935
  204       0.0012       0.0573       0.0086       0.0027  7.8057
  205       0.0012       0.0575       0.0086       0.0027  7.9118
  206       0.0012       0.0575       0.0086       0.0027  8.0027
  207       0.0012       0.0572       0.0085       0.0026  7.6289
  208       0.0012       0.0572       0.0085       0.0026  8.0476
  209       0.0012       0.0567       0.0085       0.0026  7.7036
  210       0.0012       0.0559       0.0085       0.0025  7.7587
  211       0.0011       0.0549       0.0084       0.0024  7.8440
  212       0.0012       0.0546       0.0084       0.0024  7.6690
  213       0.0012       0.0543       0.0084       0.0024  7.9114
  214       0.0012       0.0545       0.0084       0.0024  8.0693
  215       0.0012       0.0554       0.0083       0.0025  7.6656
  216       0.0014       0.0561       0.0083       0.0026  8.1535
  217       0.0013       0.0553       0.0083       0.0025  7.6304
  218       0.0013       0.0547       0.0083       0.0024  7.6814
  219       0.0013       0.0544       0.0082       0.0024  8.0126
  220       0.0012       0.0545       0.0082       0.0024  7.9499
  221       0.0012       0.0541       0.0082       0.0024  7.6371
  222       0.0011       0.0541       0.0082       0.0024  7.7786
  223       0.0011       0.0539       0.0082       0.0024  7.6416
  224       0.0011       0.0544       0.0082       0.0024  7.6654
  225       0.0011       0.0544       0.0081       0.0024  7.6682
  226       0.0011       0.0546       0.0081       0.0024  8.2831
  227       0.0011       0.0551       0.0081       0.0025  7.6845
  228       0.0011       0.0545       0.0081       0.0024  7.6088
