Filename: COCu_morse_fix_200_5k_adamW_LJ
Dataset size: 200
Target scaling: [8.841315589518457, -527.7487172369373]
Symmetry function parameters:
     G2_etas: [0.05       0.09653489 0.18637969 0.35984284 0.69474775 1.3413479
 2.58973734 5.        ]
     G2_rs_s: [0, 0, 0, 0, 0, 0, 0, 0]
     G4_etas: [0.005, 0.01]
     G4_zetas: [1.0, 4.0, 6.0]
     G4_gammas: [1.0, -1]
     cutoff: 5.876798323827276
Device: cpu
Model: FullNN(
  (elementwise_models): ModuleDict(
    (Cu): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (O): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
    (C): MLP(
      (model_net): Sequential(
        (0): Linear(in_features=96, out_features=30, bias=True)
        (1): Tanh()
        (2): Linear(in_features=30, out_features=30, bias=True)
        (3): Tanh()
        (4): Linear(in_features=30, out_features=30, bias=True)
        (5): Tanh()
        (6): Linear(in_features=30, out_features=1, bias=True)
      )
    )
  )
)
Architecture:
   Input Layer - 96
   # of Hidden Layers - 3
   Nodes/Layer - 30
Loss Function: <class 'amptorch.model.CustomLoss'>
Force coefficient: 0.04
Optimizer: <class 'torch.optim.adamw.AdamW'>
Learning Rate: 0.001
Batch Size: 25
Epochs: 1000
Shuffle: True
Train Split (k-fold if int, fraction if float): 5

Training initiated...
Epoch   EnergyRMSE    ForceRMSE    TrainLoss    ValidLoss     Dur
  235       0.0142       0.1044       0.0109       0.0064  1.6824
  236       0.0080       0.1023       0.0101       0.0048  1.7550
  237       0.0080       0.1023       0.0100       0.0048  1.7123
  238       0.0052       0.1017       0.0108       0.0044  1.7472
  239       0.0186       0.1041       0.0123       0.0078  1.7986
  240       0.0258       0.1017       0.0117       0.0108  1.7692
  241       0.0106       0.1018       0.0109       0.0053  1.7859
  242       0.0055       0.1063       0.0098       0.0048  1.7316
  243       0.0084       0.1039       0.0094       0.0050  1.7901
  244       0.0068       0.0997       0.0091       0.0044  1.6729
  245       0.0045       0.1016       0.0091       0.0043  1.7913
  246       0.0058       0.1019       0.0090       0.0045  1.6783
  247       0.0058       0.1019       0.0089       0.0045  1.6583
  248       0.0051       0.1010       0.0090       0.0043  1.7284
  249       0.0052       0.1010       0.0090       0.0043  1.6579
  250       0.0043       0.1009       0.0089       0.0043  1.6846
  251       0.0059       0.1004       0.0090       0.0044  1.6750
  252       0.0055       0.1016       0.0092       0.0044  1.7403
  253       0.0055       0.0987       0.0091       0.0042  1.7106
  254       0.0075       0.1041       0.0091       0.0049  1.6709
  255       0.0042       0.0976       0.0089       0.0040  1.6277
  256       0.0057       0.0984       0.0087       0.0042  1.6975
  257       0.0057       0.0984       0.0086       0.0042  1.6496
  258       0.0048       0.1003       0.0086       0.0043  1.6958
  259       0.0084       0.0989       0.0088       0.0046  1.7155
  260       0.0044       0.0989       0.0086       0.0041  1.7304
  261       0.0108       0.0992       0.0089       0.0051  1.7272
  262       0.0345       0.1039       0.0096       0.0162  1.7793
  263       0.0297       0.0970       0.0178       0.0126  1.7747
  264       0.0088       0.1052       0.0210       0.0052  1.7629
  265       0.0064       0.0956       0.0115       0.0041  1.6824
  266       0.0083       0.0977       0.0100       0.0045  1.6586
  267       0.0083       0.0977       0.0087       0.0045  1.8429
  268       0.0053       0.0994       0.0086       0.0042  1.6625
  269       0.0129       0.0960       0.0089       0.0054  1.7116
  270       0.0068       0.1002       0.0089       0.0045  1.7059
  271       0.0042       0.0989       0.0092       0.0041  1.7227
  272       0.0136       0.0946       0.0086       0.0054  1.6569
  273       0.0049       0.1005       0.0094       0.0043  1.6435
  274       0.0056       0.0972       0.0085       0.0041  1.7683
  275       0.0078       0.0972       0.0083       0.0044  1.8437
  276       0.0045       0.0976       0.0082       0.0040  1.8141
  277       0.0045       0.0976       0.0081       0.0040  1.7398
  278       0.0044       0.0962       0.0080       0.0039  1.6561
  279       0.0047       0.0955       0.0081       0.0039  1.6638
  280       0.0045       0.0971       0.0082       0.0040  1.7120
  281       0.0080       0.0982       0.0085       0.0045  1.6778
  282       0.0106       0.0949       0.0083       0.0047  1.7401
  283       0.0061       0.0971       0.0082       0.0041  1.7254
  284       0.0110       0.0954       0.0082       0.0048  1.6729
  285       0.0061       0.0963       0.0080       0.0041  1.6354
  286       0.0041       0.0955       0.0079       0.0038  1.6652
  287       0.0041       0.0955       0.0077       0.0038  1.7230
  288       0.0041       0.0955       0.0078       0.0038  1.7042
  289       0.0049       0.0957       0.0078       0.0039  1.7238
  290       0.0040       0.0964       0.0078       0.0039  1.6557
  291       0.0041       0.0943       0.0078       0.0037  1.7368
